booking_id,number_of_nights,date_check_in,date_check_out,total_price,user_id
2111,2,2015-07-01,2015-07-03,90.0,7174201
2112,5,2015-07-01,2015-07-06,225.0,5120389
2113,4,2015-07-09,2015-07-13,180.0,7800666
2114,2,2015-07-14,2015-07-16,90.0,24961886
2115,1,2015-07-16,2015-07-17,45.0,22728227
2116,3,2015-07-18,2015-07-21,135.0,2422896
2117,2,2015-07-22,2015-07-24,90.0,4259178
2118,4,2015-07-23,2015-07-27,180.0,30540294
2119,5,2015-07-25,2015-07-30,225.0,47241592
2120,5,2015-07-26,2015-07-31,225.0,1714866
2121,4,2015-07-30,2015-08-03,180.0,129416670
2122,3,2015-08-04,2015-08-07,135.0,26340878
2123,2,2015-08-11,2015-08-13,90.0,10269070
2124,1,2015-08-16,2015-08-17,45.0,48634386
2125,2,2015-08-29,2015-08-31,90.0,64799993
2126,2,2015-09-02,2015-09-04,90.0,94255250
2127,5,2015-09-02,2015-09-07,225.0,31451854
2128,3,2015-09-05,2015-09-08,135.0,47379799
2129,3,2015-09-07,2015-09-10,135.0,40877988
2130,2,2015-09-13,2015-09-15,90.0,45368325
2131,3,2015-09-16,2015-09-19,135.0,26364241
2132,5,2015-09-16,2015-09-21,225.0,30646699
2133,2,2015-09-26,2015-09-28,90.0,46178038
2134,2,2015-09-28,2015-09-30,90.0,7399502
2135,1,2015-10-02,2015-10-03,45.0,8560381
2136,4,2015-10-02,2015-10-06,180.0,6075016
2137,2,2015-10-06,2015-10-08,90.0,1878217
2138,3,2015-10-08,2015-10-11,135.0,1743454
2139,4,2015-10-08,2015-10-12,180.0,41633971
2140,3,2015-10-26,2015-10-29,135.0,113098502
2141,5,2015-10-28,2015-11-02,225.0,12183135
2142,3,2015-11-01,2015-11-04,135.0,1899974
2143,5,2015-11-07,2015-11-12,225.0,43284996
2144,3,2015-11-12,2015-11-15,135.0,174224581
2145,5,2015-11-13,2015-11-18,225.0,10002428
2146,3,2015-11-20,2015-11-23,135.0,14974626
2147,5,2015-11-26,2015-12-01,225.0,3654886
2148,3,2015-12-05,2015-12-08,135.0,529463
2149,4,2015-12-05,2015-12-09,180.0,12769084
2150,4,2015-12-08,2015-12-12,180.0,148170711
2151,5,2015-12-11,2015-12-16,225.0,48649121
2152,5,2015-12-13,2015-12-18,225.0,37334057
2153,1,2015-12-20,2015-12-21,45.0,1439838
2154,2,2015-12-25,2015-12-27,90.0,57312092
2155,2,2015-12-30,2016-01-01,90.0,1249835
2156,3,2016-01-04,2016-01-07,135.0,39894267
2157,1,2016-01-07,2016-01-08,45.0,2091178
2158,1,2016-01-10,2016-01-11,45.0,346366726
2159,1,2016-01-14,2016-01-15,45.0,24139586
2160,1,2016-01-16,2016-01-17,45.0,3961468
2161,2,2016-02-04,2016-02-06,90.0,29645737
2162,4,2016-02-09,2016-02-13,180.0,94412657
2163,3,2016-02-11,2016-02-14,135.0,38109437
2164,5,2016-02-10,2016-02-15,225.0,1597261
2165,4,2016-02-15,2016-02-19,180.0,34281389
2166,3,2016-02-17,2016-02-20,135.0,12629798
2167,1,2016-02-22,2016-02-23,45.0,216963059
2168,2,2016-03-01,2016-03-03,90.0,2585897
2169,1,2016-03-05,2016-03-06,45.0,7527702
2170,3,2016-03-14,2016-03-17,135.0,197548676
2171,4,2016-03-14,2016-03-18,180.0,4036376
2172,4,2016-03-16,2016-03-20,180.0,45051158
2173,2,2016-03-21,2016-03-23,90.0,114677589
2174,4,2016-03-23,2016-03-27,180.0,23081948
2175,2,2016-03-31,2016-04-02,90.0,1871034
2176,4,2016-04-01,2016-04-05,180.0,6964625
2177,3,2016-04-11,2016-04-14,135.0,49274762
2178,4,2016-04-12,2016-04-16,180.0,44265498
2179,3,2016-04-25,2016-04-28,135.0,3691622
2180,3,2016-05-01,2016-05-04,135.0,9974854
2181,2,2016-05-09,2016-05-11,90.0,10297025
2182,1,2016-05-11,2016-05-12,45.0,3606618
2183,5,2016-05-13,2016-05-18,225.0,36767873
2184,4,2016-05-17,2016-05-21,180.0,36071943
2185,1,2016-05-27,2016-05-28,45.0,38908634
2186,2,2016-05-27,2016-05-29,90.0,20317320
2187,1,2016-06-01,2016-06-02,45.0,2759952
2188,4,2016-05-30,2016-06-03,180.0,7156044
2189,2,2016-06-13,2016-06-15,90.0,23750476
2190,2,2016-06-17,2016-06-19,90.0,211890501
2191,2,2016-06-24,2016-06-26,90.0,47923936
2192,4,2016-06-24,2016-06-28,180.0,63198698
2193,1,2016-07-04,2016-07-05,45.0,117599227
2194,2,2016-07-05,2016-07-07,90.0,188375460
2195,2,2016-07-06,2016-07-08,90.0,61362468
2196,2,2016-07-10,2016-07-12,90.0,1766664
2197,4,2016-07-13,2016-07-17,180.0,41039022
2198,3,2016-07-16,2016-07-19,135.0,3376373
2199,1,2016-08-11,2016-08-12,45.0,36056569
2200,5,2016-08-18,2016-08-23,225.0,54021073
2201,5,2016-08-31,2016-09-05,225.0,1845020
2202,4,2016-09-04,2016-09-08,180.0,1625657
2203,3,2016-09-15,2016-09-18,135.0,26100843
2204,1,2016-09-21,2016-09-22,45.0,1698264
2205,1,2016-09-22,2016-09-23,45.0,5298015
2206,2,2016-09-26,2016-09-28,90.0,52542977
2207,1,2016-10-05,2016-10-06,45.0,2986330
2208,1,2016-10-16,2016-10-17,45.0,697532
2209,4,2016-10-30,2016-11-03,180.0,132430870
2210,3,2016-11-24,2016-11-27,135.0,16949315
2211,3,2016-12-27,2016-12-30,135.0,8245637
2212,4,2016-12-28,2017-01-01,180.0,35771648
2213,4,2017-02-12,2017-02-16,180.0,10848049
2214,3,2017-04-17,2017-04-20,135.0,793546
2215,2,2017-04-21,2017-04-23,90.0,45458461
2216,5,2017-04-22,2017-04-27,225.0,56116227
2217,5,2017-05-02,2017-05-07,225.0,47286252
2218,3,2017-05-12,2017-05-15,135.0,749373
2219,3,2017-05-22,2017-05-25,135.0,96429373
2220,4,2017-05-23,2017-05-27,180.0,18861641
2221,5,2017-05-24,2017-05-29,225.0,10795342
2222,3,2017-06-01,2017-06-04,135.0,139400457
2223,5,2017-06-03,2017-06-08,225.0,1197551
2224,2,2017-06-14,2017-06-16,90.0,118458792
2225,4,2017-06-19,2017-06-23,180.0,5061502
2226,2,2017-06-30,2017-07-02,90.0,6284655
2227,3,2017-07-03,2017-07-06,135.0,9137401
2228,2,2017-07-05,2017-07-07,90.0,8245637
2229,5,2017-07-04,2017-07-09,225.0,9349038
2230,5,2017-07-06,2017-07-11,225.0,16629382
2231,2,2017-07-11,2017-07-13,90.0,39354583
2232,1,2017-07-15,2017-07-16,45.0,7448200
2233,3,2017-08-06,2017-08-09,135.0,3422454
2234,5,2017-08-11,2017-08-16,225.0,223712097
2235,3,2017-08-16,2017-08-19,135.0,47727219
2236,1,2017-08-26,2017-08-27,45.0,25039133
2237,3,2017-09-01,2017-09-04,135.0,1007756
2238,2,2017-09-08,2017-09-10,90.0,37222676
2239,3,2017-09-15,2017-09-18,135.0,2024487
2240,4,2017-09-15,2017-09-19,180.0,21063968
2241,3,2017-09-23,2017-09-26,135.0,251582
2242,4,2017-09-26,2017-09-30,180.0,30352504
2243,4,2017-10-04,2017-10-08,180.0,73389424
2244,4,2017-10-06,2017-10-10,180.0,8117459
2245,2,2017-10-10,2017-10-12,90.0,4422186
2246,1,2017-10-15,2017-10-16,45.0,3648882
2247,2,2017-10-17,2017-10-19,90.0,57565524
2248,5,2017-10-18,2017-10-23,225.0,7245730
2249,4,2017-10-24,2017-10-28,180.0,3631892
2250,1,2017-11-01,2017-11-02,45.0,382675
2251,1,2017-11-19,2017-11-20,45.0,101894633
2252,5,2017-11-18,2017-11-23,225.0,96008057
2253,2,2017-12-01,2017-12-03,90.0,36225435
2254,3,2017-12-05,2017-12-08,135.0,868353
2255,3,2017-12-13,2017-12-16,135.0,8321213
2256,1,2018-01-19,2018-01-20,45.0,303601565
2257,4,2018-01-24,2018-01-28,180.0,186156418
2258,1,2018-02-10,2018-02-11,45.0,3631892
2259,1,2018-02-15,2018-02-16,45.0,82923272
2260,3,2018-02-15,2018-02-18,135.0,2781497
2261,1,2018-03-03,2018-03-04,45.0,26050975
2262,3,2018-03-05,2018-03-08,135.0,1780492
2263,1,2018-03-10,2018-03-11,45.0,9699624
2264,4,2018-04-10,2018-04-14,180.0,14001302
2265,2,2018-04-16,2018-04-18,90.0,25620553
2266,2,2018-04-19,2018-04-21,90.0,31133970
2267,3,2018-04-19,2018-04-22,135.0,35822427
2268,2,2018-04-22,2018-04-24,90.0,8539342
2269,4,2018-04-29,2018-05-03,180.0,173564654
2270,4,2018-05-05,2018-05-09,180.0,4835230
2271,1,2018-05-15,2018-05-16,45.0,4698990
2272,2,2018-05-18,2018-05-20,90.0,669927
2273,2,2018-05-24,2018-05-26,90.0,10800818
2274,5,2018-05-24,2018-05-29,225.0,108327926
2275,2,2018-05-30,2018-06-01,90.0,23473292
2276,3,2018-06-07,2018-06-10,135.0,1784115
2277,3,2018-06-09,2018-06-12,135.0,37525983
2278,2,2018-06-15,2018-06-17,90.0,21311544
2279,1,2018-06-20,2018-06-21,45.0,9680181
2280,4,2018-06-22,2018-06-26,180.0,175828247
2281,2,2018-06-29,2018-07-01,90.0,50068292
2282,2,2018-07-08,2018-07-10,90.0,10031165
2283,3,2018-07-08,2018-07-11,135.0,1018598
2284,1,2018-07-14,2018-07-15,45.0,37131710
2285,3,2018-07-14,2018-07-17,135.0,45849398
2286,1,2018-07-18,2018-07-19,45.0,125271303
2287,3,2018-07-19,2018-07-22,135.0,5352011
2288,3,2018-07-28,2018-07-31,135.0,1101543
2289,1,2018-08-04,2018-08-05,45.0,6774354
2290,5,2018-08-08,2018-08-13,225.0,17379433
2291,4,2018-08-13,2018-08-17,180.0,8144886
2292,5,2018-08-24,2018-08-29,225.0,28883108
2293,3,2018-08-29,2018-09-01,135.0,37889820
2294,3,2018-09-01,2018-09-04,135.0,1878217
2295,5,2018-09-11,2018-09-16,225.0,113527459
2296,3,2018-09-15,2018-09-18,135.0,70090633
2297,5,2018-09-21,2018-09-26,225.0,46434085
2298,4,2018-09-23,2018-09-27,180.0,3389884
2299,4,2018-09-28,2018-10-02,180.0,10199800
2300,3,2018-09-30,2018-10-03,135.0,43672953
2301,2,2018-10-04,2018-10-06,90.0,2645390
2302,4,2018-10-05,2018-10-09,180.0,8282386
2303,3,2018-10-07,2018-10-10,135.0,47379799
2304,1,2018-10-19,2018-10-20,45.0,8742979
2305,5,2018-10-17,2018-10-22,225.0,2947760
2306,4,2018-10-23,2018-10-27,180.0,17968917
2307,1,2018-10-27,2018-10-28,45.0,8933508
2308,5,2018-10-29,2018-11-03,225.0,4354906
2309,3,2018-11-08,2018-11-11,135.0,176974511
2310,5,2018-11-22,2018-11-27,225.0,534515
2311,1,2018-12-05,2018-12-06,45.0,2206218
2312,1,2018-12-08,2018-12-09,45.0,5272576
2313,1,2018-12-18,2018-12-19,45.0,3184255
2314,3,2018-12-18,2018-12-21,135.0,56366394
2315,2,2018-12-20,2018-12-22,90.0,6323920
2316,2,2018-12-29,2018-12-31,90.0,77357160
2317,3,2019-01-01,2019-01-04,135.0,17802311
2318,5,2019-01-05,2019-01-10,225.0,20665958
2319,4,2019-01-13,2019-01-17,180.0,3014768
2320,5,2019-01-15,2019-01-20,225.0,2091178
2321,2,2019-01-24,2019-01-26,90.0,61217184
2322,3,2019-01-24,2019-01-27,135.0,30969714
2323,3,2019-02-01,2019-02-04,135.0,29339907
2324,3,2019-02-05,2019-02-08,135.0,42105266
2325,4,2019-02-06,2019-02-10,180.0,75425857
2326,2,2019-02-23,2019-02-25,90.0,45954091
2327,3,2019-02-27,2019-03-02,135.0,114710620
2328,1,2019-03-10,2019-03-11,45.0,198374076
2329,3,2019-03-13,2019-03-16,135.0,59074652
2330,1,2019-03-16,2019-03-17,45.0,1609937
2331,5,2019-03-18,2019-03-23,225.0,10891267
2332,1,2019-03-26,2019-03-27,45.0,4221424
2333,4,2019-03-27,2019-03-31,180.0,6479584
2334,4,2019-04-11,2019-04-15,180.0,7973451
2335,1,2019-04-17,2019-04-18,45.0,60117098
2336,4,2019-04-17,2019-04-21,180.0,341324
2337,3,2019-04-19,2019-04-22,135.0,33077252
2338,3,2019-04-25,2019-04-28,135.0,48649121
2339,2,2019-04-28,2019-04-30,90.0,7156044
2340,3,2019-04-29,2019-05-02,135.0,114765766
2341,2,2019-05-02,2019-05-04,90.0,21993166
2342,1,2019-05-13,2019-05-14,45.0,5360317
2343,5,2019-05-10,2019-05-15,225.0,34618054
2344,4,2019-05-20,2019-05-24,180.0,1151723
2345,3,2019-06-02,2019-06-05,135.0,46086
2346,1,2019-06-06,2019-06-07,45.0,253458360
2347,2,2019-06-09,2019-06-11,90.0,7908453
2348,4,2019-06-13,2019-06-17,180.0,3801204
2349,2,2019-06-23,2019-06-25,90.0,4365768
2350,4,2019-06-23,2019-06-27,180.0,117976002
2351,4,2019-06-26,2019-06-30,180.0,33565642
2352,4,2019-07-08,2019-07-12,180.0,41530157
2353,1,2019-07-12,2019-07-13,45.0,3606618
2354,4,2019-07-19,2019-07-23,180.0,128117143
2355,2,2019-07-29,2019-07-31,90.0,56698502
2356,2,2019-08-02,2019-08-04,90.0,108257108
2357,2,2019-08-20,2019-08-22,90.0,19522611
2358,2,2019-08-31,2019-09-02,90.0,54299
2359,1,2019-09-02,2019-09-03,45.0,4440463
2360,5,2019-08-31,2019-09-05,225.0,2440616
2361,4,2019-09-10,2019-09-14,180.0,145620863
2362,1,2019-09-17,2019-09-18,45.0,4152422
2363,5,2019-09-15,2019-09-20,225.0,59275500
2364,3,2019-09-18,2019-09-21,135.0,90738769
2365,5,2019-09-17,2019-09-22,225.0,14697927
2366,1,2019-09-24,2019-09-25,45.0,220440351
2367,5,2019-09-23,2019-09-28,225.0,42668726
2368,4,2019-09-27,2019-10-01,180.0,243905
2369,3,2019-10-02,2019-10-05,135.0,1216993
2370,2,2019-10-06,2019-10-08,90.0,38381963
2371,2,2019-10-12,2019-10-14,90.0,132835922
2372,2,2019-10-13,2019-10-15,90.0,18017795
2373,2,2019-10-16,2019-10-18,90.0,246717827
2374,3,2019-10-18,2019-10-21,135.0,31353361
2375,4,2019-10-21,2019-10-25,180.0,2715178
2376,2,2019-10-26,2019-10-28,90.0,24410125
2377,3,2019-10-27,2019-10-30,135.0,6025388
2378,2,2019-10-31,2019-11-02,90.0,105703797
2379,3,2019-10-31,2019-11-03,135.0,124716679
2380,4,2019-11-02,2019-11-06,180.0,120222188
2381,3,2019-11-05,2019-11-08,135.0,27997968
2382,4,2019-11-05,2019-11-09,180.0,103594014
2383,4,2019-11-06,2019-11-10,180.0,1759300
2384,3,2019-11-13,2019-11-16,135.0,14156118
2385,2,2019-11-15,2019-11-17,90.0,79504976
2386,4,2019-11-19,2019-11-23,180.0,89080174
2387,1,2019-11-23,2019-11-24,45.0,39764556
2388,5,2019-11-22,2019-11-27,225.0,49081270
2389,1,2019-11-28,2019-11-29,45.0,106799709
2390,3,2019-11-28,2019-12-01,135.0,21877835
2391,4,2019-12-05,2019-12-09,180.0,145764827
2392,4,2019-12-09,2019-12-13,180.0,13440901
2393,4,2019-12-17,2019-12-21,180.0,20027649
2394,1,2019-12-23,2019-12-24,45.0,26227942
2395,5,2019-12-25,2019-12-30,225.0,6964625
2396,1,2020-01-02,2020-01-03,45.0,971373
2397,4,2020-01-05,2020-01-09,180.0,194497347
2398,2,2020-01-09,2020-01-11,90.0,15500029
2399,3,2020-01-14,2020-01-17,135.0,2731221
2400,3,2020-01-24,2020-01-27,135.0,71819108
2401,2,2020-01-29,2020-01-31,90.0,44954296
2402,4,2020-02-07,2020-02-11,180.0,5359318
2403,4,2020-02-16,2020-02-20,180.0,54190618
2404,1,2020-02-28,2020-02-29,45.0,208898133
2405,5,2020-02-25,2020-03-01,225.0,667405
2406,3,2020-03-03,2020-03-06,135.0,37222676
2407,4,2020-03-07,2020-03-11,180.0,4440463
2408,3,2020-03-09,2020-03-12,135.0,96936987
2409,1,2020-03-13,2020-03-14,45.0,2546805
2410,4,2020-03-13,2020-03-17,180.0,97219415
2411,1,2011-06-07,2011-06-08,31.0,114340
2412,3,2011-06-28,2011-07-01,93.0,45954091
2413,4,2011-08-17,2011-08-21,124.0,4678832
2414,1,2011-09-11,2011-09-12,31.0,42418558
2415,1,2011-09-17,2011-09-18,31.0,1879320
2416,2,2011-09-28,2011-09-30,62.0,2138089
2417,2,2011-10-12,2011-10-14,62.0,2061073
2418,4,2011-10-20,2011-10-24,124.0,1125117
2419,3,2011-10-25,2011-10-28,93.0,3289516
2420,2,2011-10-30,2011-11-01,62.0,21324816
2421,4,2011-11-10,2011-11-14,124.0,10516522
2422,2,2011-11-30,2011-12-02,62.0,3773857
2423,1,2011-12-20,2011-12-21,31.0,8249269
2424,3,2011-12-27,2011-12-30,93.0,5238691
2425,1,2012-01-09,2012-01-10,31.0,2564339
2426,4,2012-01-21,2012-01-25,124.0,106706535
2427,1,2012-01-30,2012-01-31,31.0,21965811
2428,5,2012-02-11,2012-02-16,155.0,1131834
2429,4,2012-02-24,2012-02-28,124.0,19283862
2430,4,2012-03-07,2012-03-11,124.0,19387473
2431,3,2012-03-16,2012-03-19,93.0,22638646
2432,3,2012-03-25,2012-03-28,93.0,11043668
2433,1,2012-04-14,2012-04-15,31.0,17521594
2434,2,2012-04-21,2012-04-23,62.0,78075373
2435,1,2012-05-24,2012-05-25,31.0,35241229
2436,2,2012-05-28,2012-05-30,62.0,84861147
2437,3,2012-06-16,2012-06-19,93.0,22728227
2438,3,2012-06-30,2012-07-03,93.0,5871260
2439,5,2012-07-16,2012-07-21,155.0,111877
2440,4,2012-07-22,2012-07-26,124.0,6212332
2441,5,2012-08-08,2012-08-13,155.0,1897684
2442,4,2012-08-25,2012-08-29,124.0,105365733
2443,5,2012-09-01,2012-09-06,155.0,6895308
2444,3,2012-09-11,2012-09-14,93.0,749212
2445,5,2012-09-12,2012-09-17,155.0,3040474
2446,2,2012-09-18,2012-09-20,62.0,3219367
2447,3,2012-09-23,2012-09-26,93.0,28792435
2448,4,2012-09-28,2012-10-02,124.0,4684397
2449,3,2012-10-08,2012-10-11,93.0,2055173
2450,4,2012-10-20,2012-10-24,124.0,19227342
2451,1,2012-10-26,2012-10-27,31.0,14896086
2452,1,2012-11-23,2012-11-24,31.0,1962558
2453,3,2012-12-22,2012-12-25,93.0,132052
2454,2,2012-12-30,2013-01-01,62.0,4146355
2455,3,2013-01-16,2013-01-19,93.0,856707
2456,5,2013-03-12,2013-03-17,155.0,9902751
2457,5,2013-04-10,2013-04-15,155.0,14968320
2458,2,2013-05-01,2013-05-03,62.0,107929031
2459,3,2013-05-09,2013-05-12,93.0,3951702
2460,2,2013-05-20,2013-05-22,62.0,96429373
2461,1,2013-05-31,2013-06-01,31.0,646892
2462,4,2013-06-04,2013-06-08,124.0,7908453
2463,2,2013-07-06,2013-07-08,62.0,495849
2464,3,2013-07-09,2013-07-12,93.0,3724500
2465,3,2013-09-28,2013-10-01,93.0,5347216
2466,3,2013-10-09,2013-10-12,93.0,67544911
2467,4,2014-08-22,2014-08-26,124.0,28002035
2468,1,2014-10-01,2014-10-02,31.0,4003806
2469,2,2014-10-27,2014-10-29,62.0,5679859
2470,5,2014-12-02,2014-12-07,155.0,84725665
2471,4,2016-09-09,2016-09-13,124.0,14782097
2472,2,2016-09-25,2016-09-27,62.0,2222581
2473,5,2016-12-18,2016-12-23,155.0,11854705
2474,4,2016-12-28,2017-01-01,124.0,2321228
2475,2,2017-03-15,2017-03-17,62.0,37365269
2476,3,2017-03-18,2017-03-21,93.0,35285501
2477,3,2017-04-19,2017-04-22,93.0,1203112
2478,5,2017-04-21,2017-04-26,155.0,17802311
2479,2,2017-05-26,2017-05-28,62.0,159894084
2480,2,2017-09-14,2017-09-16,62.0,95882008
2481,5,2017-09-26,2017-10-01,155.0,44838305
2482,1,2018-02-24,2018-02-25,31.0,64955868
2483,1,2018-04-23,2018-04-24,31.0,20794505
2484,4,2018-04-27,2018-05-01,124.0,19263175
2485,1,2018-05-12,2018-05-13,31.0,16076803
2486,1,2018-07-18,2018-07-19,31.0,50838254
2487,2,2019-07-05,2019-07-07,62.0,40702883
2488,5,2016-05-19,2016-05-24,300.0,45592980
2489,1,2016-06-05,2016-06-06,60.0,4063962
2490,2,2016-06-22,2016-06-24,120.0,5007338
2491,4,2013-10-05,2013-10-09,200.0,1131496
2492,3,2013-10-11,2013-10-14,150.0,19283862
2493,3,2013-10-19,2013-10-22,150.0,96429373
2494,4,2013-12-14,2013-12-18,200.0,8647044
2495,2,2013-12-28,2013-12-30,100.0,14636546
2496,1,2014-01-06,2014-01-07,50.0,87893632
2497,5,2014-04-24,2014-04-29,250.0,5021059
2498,4,2014-05-20,2014-05-24,200.0,15815030
2499,5,2014-07-24,2014-07-29,250.0,50021888
2500,1,2014-09-28,2014-09-29,50.0,37651860
